customer,order,total_items,discount%,weekday,hour,Food%,Fresh%,Drinks%,Home%,Beauty%,Health%,Baby%,Pets%,num_orders,labels,class,input_text,target_text
0,0,0.2821407795229784,14.11,4,13,14.07,73.20333333333333,4.3566666666666665,6.2,2.1766666666666667,0.0,0.0,0.0,3.0,1,2,customer: 0; order: 0; total_items: 0.2821407795229784; discount%: 14.11; weekday: 4; hour: 13; Food%: 14.07; Fresh%: 73.20333333333333; Drinks%: 4.3566666666666665; Home%: 6.2; Beauty%: 2.1766666666666667; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 1; class: 2,3.0
2888,8317,0.1518324607329843,10.51,6,20,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,3,customer: 2888; order: 8317; total_items: 0.1518324607329843; discount%: 10.51; weekday: 6; hour: 20; Food%: 100.0; Fresh%: 0.0; Drinks%: 0.0; Home%: 0.0; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,1.0
2889,8318,0.1972076788830715,1.05,4,23,23.51,43.66,6.23,8.765,9.585,5.6,2.645,0.0,2.0,1,2,customer: 2889; order: 8318; total_items: 0.1972076788830715; discount%: 1.05; weekday: 4; hour: 23; Food%: 23.51; Fresh%: 43.66; Drinks%: 6.23; Home%: 8.765; Beauty%: 9.585; Health%: 5.6; Baby%: 2.645; Pets%: 0.0; labels: 1; class: 2,2.0
2890,8320,0.3763816172193135,0.5566666666666666,6,21,34.17666666666667,26.843333333333334,15.72,11.5,11.758333333333333,0.0,0.0,0.0,6.0,1,2,customer: 2890; order: 8320; total_items: 0.3763816172193135; discount%: 0.5566666666666666; weekday: 6; hour: 21; Food%: 34.17666666666667; Fresh%: 26.843333333333334; Drinks%: 15.72; Home%: 11.5; Beauty%: 11.758333333333333; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 1; class: 2,6.0
2891,8326,0.1308900523560209,0.89,1,22,12.47,1.87,19.59,5.25,0.0,0.0,60.82,0.0,1.0,7,8,customer: 2891; order: 8326; total_items: 0.1308900523560209; discount%: 0.89; weekday: 1; hour: 22; Food%: 12.47; Fresh%: 1.87; Drinks%: 19.59; Home%: 5.25; Beauty%: 0.0; Health%: 0.0; Baby%: 60.82; Pets%: 0.0; labels: 7; class: 8,1.0
2892,8327,0.3257707969749854,7.301666666666666,3,9,21.6725,36.78666666666667,11.533333333333331,10.163333333333332,0.8491666666666666,1.2433333333333334,17.75,0.0,12.0,4,7,customer: 2892; order: 8327; total_items: 0.3257707969749854; discount%: 7.301666666666666; weekday: 3; hour: 9; Food%: 21.6725; Fresh%: 36.78666666666667; Drinks%: 11.533333333333331; Home%: 10.163333333333332; Beauty%: 0.8491666666666666; Health%: 1.2433333333333334; Baby%: 17.75; Pets%: 0.0; labels: 4; class: 7,12.0
2893,8339,0.2844677137870855,100.0,1,22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4,customer: 2893; order: 8339; total_items: 0.2844677137870855; discount%: 100.0; weekday: 1; hour: 22; Food%: 100.0; Fresh%: 0.0; Drinks%: 0.0; Home%: 0.0; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 3; class: 4,1.0
2894,8340,0.5776614310645724,1.69,1,0,30.76,28.77,25.61,4.4,0.0,0.0,10.47,0.0,1.0,1,2,customer: 2894; order: 8340; total_items: 0.5776614310645724; discount%: 1.69; weekday: 1; hour: 0; Food%: 30.76; Fresh%: 28.77; Drinks%: 25.61; Home%: 4.4; Beauty%: 0.0; Health%: 0.0; Baby%: 10.47; Pets%: 0.0; labels: 1; class: 2,1.0
2895,8341,0.3961605584642234,94.11,3,16,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4,customer: 2895; order: 8341; total_items: 0.3961605584642234; discount%: 94.11; weekday: 3; hour: 16; Food%: 100.0; Fresh%: 0.0; Drinks%: 0.0; Home%: 0.0; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 3; class: 4,1.0
2896,8342,0.2356020942408377,5.7,6,17,31.74,3.83,31.32,10.52,22.59,0.0,0.0,0.0,1.0,8,3,customer: 2896; order: 8342; total_items: 0.2356020942408377; discount%: 5.7; weekday: 6; hour: 17; Food%: 31.74; Fresh%: 3.83; Drinks%: 31.32; Home%: 10.52; Beauty%: 22.59; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,1.0
2897,8343,0.0401396160558464,17.15,7,22,7.890000000000001,0.0,0.0,0.0,27.48,0.0,64.635,0.0,2.0,7,8,customer: 2897; order: 8343; total_items: 0.0401396160558464; discount%: 17.15; weekday: 7; hour: 22; Food%: 7.890000000000001; Fresh%: 0.0; Drinks%: 0.0; Home%: 0.0; Beauty%: 27.48; Health%: 0.0; Baby%: 64.635; Pets%: 0.0; labels: 7; class: 8,2.0
2898,8345,0.3333333333333333,-0.82,4,11,2.1,0.0,29.44,40.49,0.0,0.0,27.97,0.0,1.0,2,6,customer: 2898; order: 8345; total_items: 0.3333333333333333; discount%: -0.82; weekday: 4; hour: 11; Food%: 2.1; Fresh%: 0.0; Drinks%: 29.44; Home%: 40.49; Beauty%: 0.0; Health%: 0.0; Baby%: 27.97; Pets%: 0.0; labels: 2; class: 6,1.0
2899,8346,0.2286212914485166,6.61,1,11,21.3,28.79,11.38,14.32,24.21,0.0,0.0,0.0,1.0,1,2,customer: 2899; order: 8346; total_items: 0.2286212914485166; discount%: 6.61; weekday: 1; hour: 11; Food%: 21.3; Fresh%: 28.79; Drinks%: 11.38; Home%: 14.32; Beauty%: 24.21; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 1; class: 2,1.0
2900,8347,0.075043630017452,2.38,6,15,0.0,0.0,18.04,12.26,0.0,0.0,50.97,18.73,1.0,7,8,customer: 2900; order: 8347; total_items: 0.075043630017452; discount%: 2.38; weekday: 6; hour: 15; Food%: 0.0; Fresh%: 0.0; Drinks%: 18.04; Home%: 12.26; Beauty%: 0.0; Health%: 0.0; Baby%: 50.97; Pets%: 18.73; labels: 7; class: 8,1.0
2902,8349,0.2425828970331588,7.88,6,13,36.74,2.08,22.88,7.54,23.96,0.78,0.0,6.03,1.0,8,3,customer: 2902; order: 8349; total_items: 0.2425828970331588; discount%: 7.88; weekday: 6; hour: 13; Food%: 36.74; Fresh%: 2.08; Drinks%: 22.88; Home%: 7.54; Beauty%: 23.96; Health%: 0.78; Baby%: 0.0; Pets%: 6.03; labels: 8; class: 3,1.0
2903,8350,0.0331588132635253,3.44,1,16,10.25,0.0,0.0,26.42,0.0,0.0,63.33,0.0,1.0,7,8,customer: 2903; order: 8350; total_items: 0.0331588132635253; discount%: 3.44; weekday: 1; hour: 16; Food%: 10.25; Fresh%: 0.0; Drinks%: 0.0; Home%: 26.42; Beauty%: 0.0; Health%: 0.0; Baby%: 63.33; Pets%: 0.0; labels: 7; class: 8,1.0
2904,8351,0.0680628272251308,31.74,3,13,2.93,0.0,1.34,89.9,5.83,0.0,0.0,0.0,1.0,2,6,customer: 2904; order: 8351; total_items: 0.0680628272251308; discount%: 31.74; weekday: 3; hour: 13; Food%: 2.93; Fresh%: 0.0; Drinks%: 1.34; Home%: 89.9; Beauty%: 5.83; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 2; class: 6,1.0
2905,8352,0.1146015125072716,8.345,1,18,15.35,12.516666666666666,25.876666666666665,11.681666666666668,6.315,0.0,28.26333333333333,0.0,6.0,8,3,customer: 2905; order: 8352; total_items: 0.1146015125072716; discount%: 8.345; weekday: 1; hour: 18; Food%: 15.35; Fresh%: 12.516666666666666; Drinks%: 25.876666666666665; Home%: 11.681666666666668; Beauty%: 6.315; Health%: 0.0; Baby%: 28.26333333333333; Pets%: 0.0; labels: 8; class: 3,6.0
2906,8358,0.3496218731820826,6.493333333333333,4,16,31.53333333333333,27.923333333333336,21.13,15.93,0.0,3.486666666666667,0.0,0.0,3.0,1,2,customer: 2906; order: 8358; total_items: 0.3496218731820826; discount%: 6.493333333333333; weekday: 4; hour: 16; Food%: 31.53333333333333; Fresh%: 27.923333333333336; Drinks%: 21.13; Home%: 15.93; Beauty%: 0.0; Health%: 3.486666666666667; Baby%: 0.0; Pets%: 0.0; labels: 1; class: 2,3.0
2907,8361,0.1239092495636998,15.3,2,15,7.21,0.0,62.41,0.0,30.38,0.0,0.0,0.0,1.0,5,1,customer: 2907; order: 8361; total_items: 0.1239092495636998; discount%: 15.3; weekday: 2; hour: 15; Food%: 7.21; Fresh%: 0.0; Drinks%: 62.41; Home%: 0.0; Beauty%: 30.38; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 5; class: 1,1.0
2909,8365,0.1917227624033907,16.67571428571429,7,21,13.101428571428572,51.667142857142856,11.735714285714286,2.4400000000000004,1.032142857142857,0.6292857142857143,19.39642857142857,0.0,14.0,4,7,customer: 2909; order: 8365; total_items: 0.1917227624033907; discount%: 16.67571428571429; weekday: 7; hour: 21; Food%: 13.101428571428572; Fresh%: 51.667142857142856; Drinks%: 11.735714285714286; Home%: 2.4400000000000004; Beauty%: 1.032142857142857; Health%: 0.6292857142857143; Baby%: 19.39642857142857; Pets%: 0.0; labels: 4; class: 7,14.0
2910,8379,0.1308900523560209,10.763,4,10,20.653,6.738,23.978,20.916,1.075,0.0,26.64,0.0,10.0,4,7,customer: 2910; order: 8379; total_items: 0.1308900523560209; discount%: 10.763; weekday: 4; hour: 10; Food%: 20.653; Fresh%: 6.738; Drinks%: 23.978; Home%: 20.916; Beauty%: 1.075; Health%: 0.0; Baby%: 26.64; Pets%: 0.0; labels: 4; class: 7,10.0
2911,8389,0.4589877835951134,100.0,1,21,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4,customer: 2911; order: 8389; total_items: 0.4589877835951134; discount%: 100.0; weekday: 1; hour: 21; Food%: 100.0; Fresh%: 0.0; Drinks%: 0.0; Home%: 0.0; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 3; class: 4,1.0
2912,8390,0.0122164048865619,24.06,7,21,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,7,8,customer: 2912; order: 8390; total_items: 0.0122164048865619; discount%: 24.06; weekday: 7; hour: 21; Food%: 0.0; Fresh%: 0.0; Drinks%: 0.0; Home%: 0.0; Beauty%: 0.0; Health%: 0.0; Baby%: 100.0; Pets%: 0.0; labels: 7; class: 8,1.0
2913,8391,0.2588714368819081,8.503333333333334,2,17,23.75666666666667,23.043333333333333,43.57333333333333,9.63,0.0,0.0,0.0,0.0,3.0,8,3,customer: 2913; order: 8391; total_items: 0.2588714368819081; discount%: 8.503333333333334; weekday: 2; hour: 17; Food%: 23.75666666666667; Fresh%: 23.043333333333333; Drinks%: 43.57333333333333; Home%: 9.63; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,3.0
2914,8394,0.2181500872600349,12.591666666666669,7,19,14.135,2.905,33.99333333333333,16.785,4.451666666666667,0.0,27.73333333333333,0.0,6.0,8,3,customer: 2914; order: 8394; total_items: 0.2181500872600349; discount%: 12.591666666666669; weekday: 7; hour: 19; Food%: 14.135; Fresh%: 2.905; Drinks%: 33.99333333333333; Home%: 16.785; Beauty%: 4.451666666666667; Health%: 0.0; Baby%: 27.73333333333333; Pets%: 0.0; labels: 8; class: 3,6.0
2915,8400,0.1751018033740546,20.151666666666667,2,8,16.51,0.0,15.695,37.63166666666667,29.331666666666663,0.0,0.8333333333333334,0.0,6.0,2,6,customer: 2915; order: 8400; total_items: 0.1751018033740546; discount%: 20.151666666666667; weekday: 2; hour: 8; Food%: 16.51; Fresh%: 0.0; Drinks%: 15.695; Home%: 37.63166666666667; Beauty%: 29.331666666666663; Health%: 0.0; Baby%: 0.8333333333333334; Pets%: 0.0; labels: 2; class: 6,6.0
2916,8406,0.1518324607329843,20.56,4,11,2.41,0.0,19.96,59.96,2.81,0.0,14.86,0.0,1.0,2,6,customer: 2916; order: 8406; total_items: 0.1518324607329843; discount%: 20.56; weekday: 4; hour: 11; Food%: 2.41; Fresh%: 0.0; Drinks%: 19.96; Home%: 59.96; Beauty%: 2.81; Health%: 0.0; Baby%: 14.86; Pets%: 0.0; labels: 2; class: 6,1.0
2917,8407,0.0261780104712041,0.0,4,17,0.0,0.0,0.0,0.0,5.49,0.0,94.51,0.0,1.0,7,8,customer: 2917; order: 8407; total_items: 0.0261780104712041; discount%: 0.0; weekday: 4; hour: 17; Food%: 0.0; Fresh%: 0.0; Drinks%: 0.0; Home%: 0.0; Beauty%: 5.49; Health%: 0.0; Baby%: 94.51; Pets%: 0.0; labels: 7; class: 8,1.0
2918,8408,0.4450261780104712,100.0,4,19,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4,customer: 2918; order: 8408; total_items: 0.4450261780104712; discount%: 100.0; weekday: 4; hour: 19; Food%: 100.0; Fresh%: 0.0; Drinks%: 0.0; Home%: 0.0; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 3; class: 4,1.0
2919,8409,0.1431064572425829,14.7625,5,19,0.0,0.0,0.0,70.67500000000001,6.46,8.905000000000001,13.9575,0.0,4.0,2,6,customer: 2919; order: 8409; total_items: 0.1431064572425829; discount%: 14.7625; weekday: 5; hour: 19; Food%: 0.0; Fresh%: 0.0; Drinks%: 0.0; Home%: 70.67500000000001; Beauty%: 6.46; Health%: 8.905000000000001; Baby%: 13.9575; Pets%: 0.0; labels: 2; class: 6,4.0
2920,8413,0.5636998254799301,0.87,2,17,62.60666666666668,0.0,17.213333333333335,20.183333333333334,0.0,0.0,0.0,0.0,3.0,8,3,customer: 2920; order: 8413; total_items: 0.5636998254799301; discount%: 0.87; weekday: 2; hour: 17; Food%: 62.60666666666668; Fresh%: 0.0; Drinks%: 17.213333333333335; Home%: 20.183333333333334; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,3.0
2921,8416,0.0890052356020942,2.39,2,18,0.0,0.0,39.55,0.0,6.02,0.0,54.43,0.0,1.0,7,8,customer: 2921; order: 8416; total_items: 0.0890052356020942; discount%: 2.39; weekday: 2; hour: 18; Food%: 0.0; Fresh%: 0.0; Drinks%: 39.55; Home%: 0.0; Beauty%: 6.02; Health%: 0.0; Baby%: 54.43; Pets%: 0.0; labels: 7; class: 8,1.0
2922,8417,0.1727748691099476,7.61,7,16,71.56,0.0,13.2,7.64,7.6,0.0,0.0,0.0,1.0,8,3,customer: 2922; order: 8417; total_items: 0.1727748691099476; discount%: 7.61; weekday: 7; hour: 16; Food%: 71.56; Fresh%: 0.0; Drinks%: 13.2; Home%: 7.64; Beauty%: 7.6; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,1.0
2923,8418,0.2455221824193993,3.1131578947368417,4,17,19.81842105263158,54.81157894736841,12.553684210526315,9.823157894736845,1.5305263157894735,0.0568421052631578,1.4042105263157896,0.0,19.0,4,7,customer: 2923; order: 8418; total_items: 0.2455221824193993; discount%: 3.1131578947368417; weekday: 4; hour: 17; Food%: 19.81842105263158; Fresh%: 54.81157894736841; Drinks%: 12.553684210526315; Home%: 9.823157894736845; Beauty%: 1.5305263157894735; Health%: 0.0568421052631578; Baby%: 1.4042105263157896; Pets%: 0.0; labels: 4; class: 7,19.0
2924,8437,0.1954624781849913,1.8275,7,11,19.35,1.5725,13.565,15.605,0.0,0.0,49.9075,0.0,4.0,7,8,customer: 2924; order: 8437; total_items: 0.1954624781849913; discount%: 1.8275; weekday: 7; hour: 11; Food%: 19.35; Fresh%: 1.5725; Drinks%: 13.565; Home%: 15.605; Beauty%: 0.0; Health%: 0.0; Baby%: 49.9075; Pets%: 0.0; labels: 7; class: 8,4.0
2926,8442,0.5113438045375218,3.955,6,20,20.885,29.5,19.33,8.94,9.07,0.195,0.0,12.09,2.0,1,2,customer: 2926; order: 8442; total_items: 0.5113438045375218; discount%: 3.955; weekday: 6; hour: 20; Food%: 20.885; Fresh%: 29.5; Drinks%: 19.33; Home%: 8.94; Beauty%: 9.07; Health%: 0.195; Baby%: 0.0; Pets%: 12.09; labels: 1; class: 2,2.0
2927,8444,0.1483420593368237,9.31,7,11,16.825,0.0,30.485,30.115,22.58,0.0,0.0,0.0,2.0,8,3,customer: 2927; order: 8444; total_items: 0.1483420593368237; discount%: 9.31; weekday: 7; hour: 11; Food%: 16.825; Fresh%: 0.0; Drinks%: 30.485; Home%: 30.115; Beauty%: 22.58; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,2.0
2928,8446,0.1704479348458406,6.546666666666667,2,23,0.0,0.0,36.38333333333333,0.0,0.0,0.0,63.61666666666667,0.0,3.0,7,8,customer: 2928; order: 8446; total_items: 0.1704479348458406; discount%: 6.546666666666667; weekday: 2; hour: 23; Food%: 0.0; Fresh%: 0.0; Drinks%: 36.38333333333333; Home%: 0.0; Beauty%: 0.0; Health%: 0.0; Baby%: 63.61666666666667; Pets%: 0.0; labels: 7; class: 8,3.0
2929,8449,0.0610820244328097,100.0,3,15,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4,customer: 2929; order: 8449; total_items: 0.0610820244328097; discount%: 100.0; weekday: 3; hour: 15; Food%: 100.0; Fresh%: 0.0; Drinks%: 0.0; Home%: 0.0; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 3; class: 4,1.0
2930,8450,0.1692844677137871,2.4975,3,19,8.985,6.109999999999999,43.18,41.7225,0.0,0.0,0.0,0.0,4.0,2,6,customer: 2930; order: 8450; total_items: 0.1692844677137871; discount%: 2.4975; weekday: 3; hour: 19; Food%: 8.985; Fresh%: 6.109999999999999; Drinks%: 43.18; Home%: 41.7225; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 2; class: 6,4.0
2931,8454,0.1418598853153827,4.880714285714286,7,21,8.525714285714285,51.68571428571429,19.838214285714287,9.786071428571429,3.2182142857142857,0.0,6.9475,0.0,28.0,4,7,customer: 2931; order: 8454; total_items: 0.1418598853153827; discount%: 4.880714285714286; weekday: 7; hour: 21; Food%: 8.525714285714285; Fresh%: 51.68571428571429; Drinks%: 19.838214285714287; Home%: 9.786071428571429; Beauty%: 3.2182142857142857; Health%: 0.0; Baby%: 6.9475; Pets%: 0.0; labels: 4; class: 7,28.0
2933,8483,0.280977312390925,4.2700000000000005,1,10,26.145000000000003,29.185,23.685,2.185,13.56,4.41,0.0,0.825,2.0,1,2,customer: 2933; order: 8483; total_items: 0.280977312390925; discount%: 4.2700000000000005; weekday: 1; hour: 10; Food%: 26.145000000000003; Fresh%: 29.185; Drinks%: 23.685; Home%: 2.185; Beauty%: 13.56; Health%: 4.41; Baby%: 0.0; Pets%: 0.825; labels: 1; class: 2,2.0
2934,8485,0.1553228621291448,21.625,3,21,32.0,4.78,26.445,31.225,5.55,0.0,0.0,0.0,2.0,8,3,customer: 2934; order: 8485; total_items: 0.1553228621291448; discount%: 21.625; weekday: 3; hour: 21; Food%: 32.0; Fresh%: 4.78; Drinks%: 26.445; Home%: 31.225; Beauty%: 5.55; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,2.0
2935,8487,0.1336823734729494,3.88,2,18,6.709999999999999,82.66,5.311999999999999,3.974,0.0,1.344,0.0,0.0,5.0,1,2,customer: 2935; order: 8487; total_items: 0.1336823734729494; discount%: 3.88; weekday: 2; hour: 18; Food%: 6.709999999999999; Fresh%: 82.66; Drinks%: 5.311999999999999; Home%: 3.974; Beauty%: 0.0; Health%: 1.344; Baby%: 0.0; Pets%: 0.0; labels: 1; class: 2,5.0
2936,8492,0.1634671320535195,4.61,5,13,74.67,8.860000000000001,2.0500000000000003,14.423333333333332,0.0,0.0,0.0,0.0,3.0,8,3,customer: 2936; order: 8492; total_items: 0.1634671320535195; discount%: 4.61; weekday: 5; hour: 13; Food%: 74.67; Fresh%: 8.860000000000001; Drinks%: 2.0500000000000003; Home%: 14.423333333333332; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,3.0
2937,8495,0.1972076788830715,1.485,3,20,5.824999999999999,47.24,22.025,23.39,1.52,0.0,0.0,0.0,2.0,1,2,customer: 2937; order: 8495; total_items: 0.1972076788830715; discount%: 1.485; weekday: 3; hour: 20; Food%: 5.824999999999999; Fresh%: 47.24; Drinks%: 22.025; Home%: 23.39; Beauty%: 1.52; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 1; class: 2,2.0
2938,8497,0.3682373472949389,0.74,2,13,27.385,56.245000000000005,4.085,12.285,0.0,0.0,0.0,0.0,2.0,1,2,customer: 2938; order: 8497; total_items: 0.3682373472949389; discount%: 0.74; weekday: 2; hour: 13; Food%: 27.385; Fresh%: 56.245000000000005; Drinks%: 4.085; Home%: 12.285; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 1; class: 2,2.0
2939,8499,0.2100058173356603,6.005,1,21,18.504166666666663,39.49583333333333,33.32416666666666,1.86,5.854166666666667,0.0,0.96,0.0,12.0,4,7,customer: 2939; order: 8499; total_items: 0.2100058173356603; discount%: 6.005; weekday: 1; hour: 21; Food%: 18.504166666666663; Fresh%: 39.49583333333333; Drinks%: 33.32416666666666; Home%: 1.86; Beauty%: 5.854166666666667; Health%: 0.0; Baby%: 0.96; Pets%: 0.0; labels: 4; class: 7,12.0
2940,8511,0.3228621291448517,11.75,4,10,37.2,0.0,39.675,16.245,6.885,0.0,0.0,0.0,2.0,8,3,customer: 2940; order: 8511; total_items: 0.3228621291448517; discount%: 11.75; weekday: 4; hour: 10; Food%: 37.2; Fresh%: 0.0; Drinks%: 39.675; Home%: 16.245; Beauty%: 6.885; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,2.0
2941,8513,0.569284467713787,2.898,6,16,28.012,21.724,23.258,24.53,2.476,0.0,0.0,0.0,5.0,8,3,customer: 2941; order: 8513; total_items: 0.569284467713787; discount%: 2.898; weekday: 6; hour: 16; Food%: 28.012; Fresh%: 21.724; Drinks%: 23.258; Home%: 24.53; Beauty%: 2.476; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,5.0
2942,8518,0.225130890052356,7.75,7,22,5.44,0.0,41.155,37.335,4.855,0.0,11.215,0.0,2.0,2,6,customer: 2942; order: 8518; total_items: 0.225130890052356; discount%: 7.75; weekday: 7; hour: 22; Food%: 5.44; Fresh%: 0.0; Drinks%: 41.155; Home%: 37.335; Beauty%: 4.855; Health%: 0.0; Baby%: 11.215; Pets%: 0.0; labels: 2; class: 6,2.0
2943,8520,0.3368237347294939,5.365,6,16,58.295,11.24,8.61,18.675,3.18,0.0,0.0,0.0,2.0,8,3,customer: 2943; order: 8520; total_items: 0.3368237347294939; discount%: 5.365; weekday: 6; hour: 16; Food%: 58.295; Fresh%: 11.24; Drinks%: 8.61; Home%: 18.675; Beauty%: 3.18; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,2.0
2944,8522,0.3682373472949389,9.735,7,21,2.95,68.87,5.025,20.28,2.875,0.0,0.0,0.0,2.0,1,2,customer: 2944; order: 8522; total_items: 0.3682373472949389; discount%: 9.735; weekday: 7; hour: 21; Food%: 2.95; Fresh%: 68.87; Drinks%: 5.025; Home%: 20.28; Beauty%: 2.875; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 1; class: 2,2.0
2945,8524,0.1239092495636998,6.68,3,10,72.48,0.0,27.52,0.0,0.0,0.0,0.0,0.0,1.0,8,3,customer: 2945; order: 8524; total_items: 0.1239092495636998; discount%: 6.68; weekday: 3; hour: 10; Food%: 72.48; Fresh%: 0.0; Drinks%: 27.52; Home%: 0.0; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,1.0
2946,8525,0.1239092495636998,18.37,3,23,23.21,1.0,19.59,44.66,11.54,0.0,0.0,0.0,1.0,2,6,customer: 2946; order: 8525; total_items: 0.1239092495636998; discount%: 18.37; weekday: 3; hour: 23; Food%: 23.21; Fresh%: 1.0; Drinks%: 19.59; Home%: 44.66; Beauty%: 11.54; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 2; class: 6,1.0
2947,8526,0.0401396160558464,0.0,5,17,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,2,6,customer: 2947; order: 8526; total_items: 0.0401396160558464; discount%: 0.0; weekday: 5; hour: 17; Food%: 0.0; Fresh%: 0.0; Drinks%: 0.0; Home%: 100.0; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 2; class: 6,1.0
2948,8527,0.0924956369982548,15.465,4,11,19.895,0.0,4.41,43.355,3.045,0.0,29.29,0.0,2.0,2,6,customer: 2948; order: 8527; total_items: 0.0924956369982548; discount%: 15.465; weekday: 4; hour: 11; Food%: 19.895; Fresh%: 0.0; Drinks%: 4.41; Home%: 43.355; Beauty%: 3.045; Health%: 0.0; Baby%: 29.29; Pets%: 0.0; labels: 2; class: 6,2.0
2949,8529,0.0994764397905759,2.165,6,11,28.69,1.19,48.315,17.235,4.565,0.0,0.0,0.0,2.0,5,1,customer: 2949; order: 8529; total_items: 0.0994764397905759; discount%: 2.165; weekday: 6; hour: 11; Food%: 28.69; Fresh%: 1.19; Drinks%: 48.315; Home%: 17.235; Beauty%: 4.565; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 5; class: 1,2.0
2950,8531,0.0994764397905759,2.945,4,12,0.9166666666666666,1.7233333333333334,17.003333333333334,7.505,6.001666666666666,0.0,66.84833333333334,0.0,6.0,7,8,customer: 2950; order: 8531; total_items: 0.0994764397905759; discount%: 2.945; weekday: 4; hour: 12; Food%: 0.9166666666666666; Fresh%: 1.7233333333333334; Drinks%: 17.003333333333334; Home%: 7.505; Beauty%: 6.001666666666666; Health%: 0.0; Baby%: 66.84833333333334; Pets%: 0.0; labels: 7; class: 8,6.0
2951,8537,0.2926119837114601,6.585000000000001,7,22,30.005,22.33333333333333,25.42,7.683333333333334,14.118333333333334,0.4416666666666666,0.0,0.0,6.0,8,3,customer: 2951; order: 8537; total_items: 0.2926119837114601; discount%: 6.585000000000001; weekday: 7; hour: 22; Food%: 30.005; Fresh%: 22.33333333333333; Drinks%: 25.42; Home%: 7.683333333333334; Beauty%: 14.118333333333334; Health%: 0.4416666666666666; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,6.0
2952,8543,0.5148342059336823,25.2,1,14,47.27,27.1,13.46,12.17,0.0,0.0,0.0,0.0,1.0,8,3,customer: 2952; order: 8543; total_items: 0.5148342059336823; discount%: 25.2; weekday: 1; hour: 14; Food%: 47.27; Fresh%: 27.1; Drinks%: 13.46; Home%: 12.17; Beauty%: 0.0; Health%: 0.0; Baby%: 0.0; Pets%: 0.0; labels: 8; class: 3,1.0
2953,8544,0.2495636998254799,2.33,6,23,34.38,3.71,19.07,2.31,2.48,1.15,32.43,0.0,1.0,8,3,customer: 2953; order: 8544; total_items: 0.2495636998254799; discount%: 2.33; weekday: 6; hour: 23; Food%: 34.38; Fresh%: 3.71; Drinks%: 19.07; Home%: 2.31; Beauty%: 2.48; Health%: 1.15; Baby%: 32.43; Pets%: 0.0; labels: 8; class: 3,1.0
