Day,Work_Start_Time,Truck_Enter_Time,Parked_Time,Parked_Time2,Parked_Time3,Engine_Off_Time,Engine_Off_Time2,Engine_Off_Time3,Parked_Location,Vehicle_Type,Delivery,Pickuponly,Handtruck (Y/N),Num_Small_Package,Num_Large_Package,Num_Oversized_Package,Num_Delivery_Workers,Num_Package_Picked,Pickup,Num_Package_Failed,Failed,Reason for Failed,Engine_On_Time,Truck_Leave_Time,Notes
2/14/2018,PM,15:32:04,15:32:14,,,15:32:17,,,1,V,0,,N,0,1,0,1,0,,,,,,,Out for delivery ( 1 box)
2/14/2018,PM,15:53:22,15:53:50,,,15:53:52,,,5,SV,0,,N,0,0,0,1,0,,,,,,,He left his SV for the whole night
2/14/2018,AM,9:23:47,9:24:46,,,9:24:50,,,4,B,0,1,Y,0,0,0,1,9,1,,,,11:26:02,11:27:04,9 boxes 8 cabinets 
2/14/2018,AM,9:33:45,9:33:55,,,9:33:57,,,1,P,0,,N,0,0,0,1,0,,,,,10:13:59,10:17:06,city of Seattle employee for IT
2/14/2018,AM,10:12:25,10:12:49,,,10:12:51,,,2,V,0,,Y,0,0,0,1,0,,,,,10:51:37,10:51:50,Bring one luggage for chair repairing
2/14/2018,AM,11:26:30,11:26:37,,,11:26:40,,,2,P,1,,Y,3,1,0,3,0,,,,,11:27:46,11:28:14,2 people with handtruck waiting at the loading bay for drinks
2/14/2018,AM,8:22:03,8:22:42,,,8:22:46,,,4,CV,0,,N,0,1,1,1,0,,,,,8:41:44,8:42:11,Oversized seemed to be something resembling a table
2/14/2018,AM,8:41:47,8:42:49,,,8:42:31,,,1,SV,0,,Y,0,0,0,1,0,1,,,,9:17:50,9:18:53,"Went to parking spot 2, then 1. Parking time was for location 1. Reason was unknown, parking lot was empty. Could not count packages because loaded behind van and then worker went down the ramp."
2/14/2018,AM,9:37:43,9:38:33,,,9:38:39,,,3,CV,0,,Y,0,0,4,2,3,1,,,,10:51:21,10:53:06,"Came back with 2 tables and some cabinets, over multiple trips"
2/14/2018,AM,10:31:38,10:32:28,,,10:32:36,,,5,SV,0,,Y,9,0,0,1,0,,,,,10:48:30,10:48:37,"Lots of food, salad bowls and bags: catering. Carried empty handcart up, then brought food one by one."
2/15/2018,AM,,,,,,,,5,N,0,,N,0,4,4,2,0,,,,,14:27:43,14:27:46,"Truck was here when Lionel and I arrived and was still here when we left. Delivery driver unloaded multiple things in the dock, however he only delivered 4 rolling carts into the building."
2/15/2018,AM,8:42:02,8:42:05,,,8:42:17,,,4,CV,0,,N,0,3,0,1,1,1,,,,9:25:21,9:26:07,"Had 14 boxes presumably full of maill, as well as 3 packages. A different delivery driver returned with 1 full mail box he had picked up."
2/15/2018,AM,9:11:15,9:11:58,,,,,,8,T,0,,N,0,0,0,1,1,1,,,,,9:17:15,"Truck came to pick up dumpster. He never turned off his engine, and parked near the dumpster."
2/15/2018,AM,9:44:40,9:45:02,,,9:45:09,,,3,B,0,,N,2,1,1,1,0,,,,,10:03:48,10:04:07,Quick and efficient delivery.
2/15/2018,AM,10:06:05,10:06:59,,,,,,8,T,0,,N,0,1,1,1,0,,,,,,10:11:50,Truck came to return empty dumpster
2/15/2018,AM,10:10:56,10:11:55,,,10:12:07,,,3,B,0,,Y,0,13,0,1,0,,,,,10:32:59,10:33:15,"Mostly delivered soda. When he arrived, he complained to Mike about the large truck that picks up garbage and how it makes it difficult to enter."
2/15/2018,AM,10:42:55,10:43:38,,,10:43:45,,,2,CV,1,,Y,3,10,0,1,0,,,,,11:37:21,11:37:40,"Nothing of note, typical UPS delivery."
2/15/2018,AM,11:24:03,11:24:36,,,11:24:56,,,3,P,1,,N,0,4,0,1,0,,,,,11:26:35,11:26:40,"Met someone in loading dock, and unloaded 4 Cisco boxes. Very quick delivery."
2/15/2018,AM,,,,,,,,2,CV,0,,,,,,1,0,,,,,8:11:03,8:11:12,This vehicle was parked there when we came in. We don't know how long it has been in that location.
2/15/2018,AM,8:09:01,8:09:40,,,8:09:48,,,1,V,0,,Y,0,5,0,1,0,,,,,9:02:41,9:02:54,The dirver carries drinks to the building  (i.e Soda)
2/15/2018,AM,8:18:20,8:19:01,,,8:19:02,,,8,V,0,,Y,0,0,0,1,0,,,,,8:19:56,8:20:13,"He parked and moved to another area ( not a loading bay) , which was a pedastrian zone lane"
2/15/2018,AM,8:49:52,8:50:11,,,8:51:16,,,2,CV,0,,N,0,1,0,1,0,,,,,9:51:49,9:53:32,Service Van
2/15/2018,AM,9:29:40,9:30:17,,,9:31:37,,,4,B,0,,Y,50,3,0,1,8,,,,,11:29:08,11:29:40,Not able to count but there are  alot of packages (50ish). Pallet Jack was used
2/15/2018,AM,9:59:29,9:59:45,,,10:00:31,,,2,CV,0,,Y,0,5,0,1,0,,,,,10:33:53,10:34:42,He carries clothes (uniform for the building workers). And he uses the basket to bring to carry them.
2/15/2018,AM,10:37:35,10:38:06,,,10:38:08,,,3,P,0,,N,0,0,0,1,0,,,,,10:43:09,10:43:28,
2/15/2018,AM,11:44:59,11:45:07,,,11:45:10,,,4,CV,0,,Y,0,2,0,1,0,,,,,12:01:08,12:01:37,
2/15/2018,PM,12:14:00,12:14:48,,,14:48:57,,,3,B,0,,Y,0,0,0,2,188,1,,,,13:55:11,13:55:17,"deliver nothing , but pick up a lot, big packages"
2/15/2018,PM,12:51:40,12:51:51,,,12:51:55,,,1,V,0,,N,0,0,0,1,1,1,,,,13:17:00,13:17:06,"deliver nothing , but pick up a box of documents"
2/15/2018,PM,14:24:05,14:25:34,,,14:25:39,,,3,V,1,,Y,8,1,0,1,0,,,,,15:07:48,15:07:53,deliver sucessful
2/15/2018,PM,14:53:02,14:54:13,,,14:54:22,,,5,V,0,,N,0,0,0,1,0,,,,,15:24:40,15:24:50,"delivery a few envelops, and pickl up many box of documents"
2/15/2018,PM,13:26:31,13:27:13,,,13:27:14,,,1,V,0,,Y,,27,,1,21,1,,,,14:49:30,14:49:39,"deliver new printer, pick up used for recycling"
2/15/2018,PM,14:03:17,14:04:18,,,14:05:13,,,2,B,1,,Y,,9,,1,0,,,,,14:32:36,14:33:47,
2/15/2018,PM,15:01:11,15:01:37,,,15:01:39,,,2,SV,0,,Y,,,,,,,,,,15:42:58,15:43:00,"not for delivery, with a tool box, contractor company"
2/16/2018,PM,12:35:29,12:37:08,,,12:37:10,,,3,SV,1,,Y,0,1,5,1,0,,,,,12:58:53,12:59:29,"Quick and efficient. One of the boxes was labeled ""HP"""
2/16/2018,PM,13:23:01,13:23:45,,,13:23:55,,,1, V,0,,N,0,0,0,1,0,,,,,13:34:43,13:35:20,"Quick and efficient. No packages, delivered 4 boxes full of mail. Replaced by another driver who had his own box of mail."
2/16/2018,PM,14:58:19,14:59:03,,,14:59:05,,,5,CV,0,,N,0,0,0,1,0,,,,,15:21:50,15:23:06,"Delivered nothing, but picked up about 14 boxes full of mail. "
2/16/2018,PM,15:20:00,15:20:45,,,15:20:47,,,3,V,0,,N,0,0,0,1,0,,,,,15:35:40,15:36:47,Did not deliver or pick up anything.
2/16/2018,AM,8:20:27,8:21:09,,,8:21:25,,,2,B,0,,N,1,0,8,3,0,,,,,8:33:59,8:34:26,The driver in the truck was helped by two workers in the building. Therefore total delivery workers=3
2/16/2018,AM,8:33:20,8:34:35,,,8:34:40,,,4,B,0,,N,0,0,20,2,0,,,,,10:15:54,10:16:26,"Packages are sets of trolleys and bins shown in images 2 and 3. Truck crashed with another truck at location 3. Initially engine was on at 9:57:53, but after crashing, he turned off engine at 10:00:45, driver from the other truck was called, they had a talk and the engine was finally turned on at 10:15:54 and he left."
2/16/2018,AM,8:38:54,8:39:06,,,8:39:09,,,1,V,0,,N,0,0,0,1,0,,,,,10:09:24,10:10:12,"Pickup of 5 boxes with documents was done (shown in image 2). Apart from this, another package from a City of Seattle van at location 2 was put in."
2/16/2018,AM,8:41:42,8:41:53,,,8:41:57,,,5,P,1,,N,1,0,0,1,0,,,,,8:53:35,8:54:12,"Driver came in a Honda Fit passenger car, delivered a small package and left in a short while."
2/16/2018,AM,9:04:34,9:04:42,9:06:18,,9:04:51,9:06:21,,5,V,0,,N,0,0,0,1,6,1,,,,9:20:06,9:22:38,"6 orange trolleys were picked up. Van was first parked at location 2 at 9:04:42, engine off at 9:04:51. But after that, he turned the engine on at 9:05:40 and moved to location 5 and parked at 9:06:18. "
2/16/2018,AM,9:59:03,9:59:10,,,,,,2,V,0,,N,0,1,0,1,0,,,,,,10:00:20,"Driver came for a very short time, put the package in the City of Seattle in the adjacent van at location 1 and left. The engine was not turned off as the vehicle stood only for a minute "
2/16/2018,AM,10:44:15,10:45:24,,,10:45:34,,,2,B ,0,,Y,0,0,1,2,0,,,,,14:20:53,14:21:22,"Oversized package in image 3. Apart from this, a few other items (not packages) shown in image 2 were also delivered. Truck was there when I left. "
2/16/2018,AM,11:49:27,11:49:49,,,11:49:51,,,5,P,1,,Y,0,2,0,1,1,1,,,,12:02:15,12:02:36,Ford passenger vehicle. The package picked up was large sized.
2/16/2018,AM,,,,,,,,3,B,0,,,,,,,,,,,,8:07:07,8:07:18,Already here before 8:00:00
2/16/2018,AM,8:28:31,8:29:01,,,8:29:06,,,5,V,0,,Y,0,4,0,1,,,,,,8:32:58,8:35:26,"A worker came from the building to deliver, driver dropdown packages and left"
2/16/2018,AM,8:36:04,8:37:52,,,8:38:03,,,3,B,0,,Y,,184,,2,,,,,,10:54:35,10:55:10,"four rounds delivery, and pick up a TV, 31 packages, accident happened, a side mirro is broken"
2/16/2018,AM,9:14:30,9:15:43,,,9:16:03,,,8,SV,0,,N,,,,,,,,,,9:37:38,9:40:51,Not for delivery
2/16/2018,AM,10:06:38,10:07:10,,,10:07:27,,,5,V,0,,N,,2,,1,2,1,,,,10:45:38,10:46:07,"Delivery twice, deliver new printers and pick up used ones"
2/16/2018,AM,11:26:16,11:27:04,,,11:27:07,,,4,CV,1,,Y,4,6,,1,0,,,,,12:11:34,12:11:53,
2/16/2018,AM,12:04:52,12:05:07,,,12:05:10,,,1,P,0,,N,,,,,,,,,,12:45:47,12:45:43,"not for delivery, with a tool box"
2/16/2018,AM,15:12:56,15:13:19,,,15:23:23,,,1,V,0,,N,,,,,,,,,,,,"not for delivery, with different tools and materials"
2/16/2018,AM,15:22:29,15:23:02,,,15:23:09,,,2,B,0,,Y,,,,1,6,,,,,,,"Pick up work surfaces, table legs.etc  about 6 large oversize packages"
4/2/2018,AM,,,,,,,,3,CV,,,Y,,,,1,,,,,,8:53:09,8:53:13,CARGO VAN WAS ALREADY PARKED WHEN I ARRIVED. 
4/2/2018,AM,8:47:34,8:47:39,,,8:47:41,,,1,CV,,,Y,1,,,1,,,,,,9:30:24,9:30:30,
4/2/2018,AM,9:02:54,9:03:56,,,9:04:00,,,3,T,,,N,,,1,1,,,,,,9:12:45,9:12:54,ONE BIG WHITE BOARD WAS DELIVERED
4/2/2018,AM,9:28:15,9:30:59,,,9:31:37,,,3,CV,,,Y,10,60,0,1,,,,,,10:07:09,10:07:32,LOADING AND UNLOADING SEVERAL TIMES DUE TO MANY BOXES.
4/2/2018,AM,11:44:42,11:45:30,,,11:45:33,,,5,CV,,,Y,,,,2,,,,,,14:45:57,14:47:01,NO PACKAGES TOOK IN JUST TOOK FOR SERVICE REPAIR
4/2/2018,PM,12:02:46,12:02:49,,,12:02:59,,,8,P,1,,N,,,,1,,,,,,12:37:52,12:37:59,PASSENGER TRUCK PARKED ON THE WALL OF THE GARAGE NOT IN DESISNATED PLACE
4/2/2018,PM,12:29:18,12:29:48,,,12:29:53,,,3,T,1,,Y,1,6,,2,,,,,,12:39:39,12:39:59,
4/2/2018,PM,12:58:46,12:58:58,,,12:59:23,,,3,P,,,N,,,,1,,,,,,13:01:41,13:01:54,A PASSENGER VEHICLE THAT CAME TO TALK TO SECURITY 
4/2/2018,PM,13:10:09,13:10:42,,,13:10:56,,,3,CV,,,Y,1,,1,,,,,,,13:45:01,13:45:13,
4/2/2018,PM,15:29:20,15:29:30,,,15:29:34,,,1,CV,,,Y,1,1,,1,,,,,,,,SHIFT TIME WAS UP COULD NOT RECORD TIME OUT. 
4/2/2018,PM,13:47:38,13:47:42,,,13:47:45,,,1,Van,,,N,,,,1,,,,,,13:53:47,13:53:57,
4/2/2018,PM,14:23:35,14:24:24,,,14:24:26,,,1,Van,,1,Y,,,,1,1,1,,,,14:40:42,14:40:48,
4/2/2018,PM,14:48:45,14:49:31,,,14:49:35,,,5,Van,,,N,,,,1,,,,,,15:12:07,15:12:32,All mail delivery
4/2/2018,AM,,,,,,,,4,P,,,N,,,,1,,,,,,8:56:40,8:57:30,The Toyota Camry was parked at location 4 before 7:45. A worker entered the car and left at 8:57:30. No packages were there.
4/2/2018,AM,8:27:46,8:28:14,,,8:28:17,,,5,SV,,,N,,,,2,,,,,,9:39:30,9:42:57,2 workers came with a document. No packages picked or delivered.
4/2/2018,AM,9:24:58,9:25:45,,,9:26:19,,,2,B,,,Y,,102,,1,,,,,,9:40:45,9:40:54,4 stacks showed in images. Total 102 packages in these 4 stacks.
4/2/2018,AM,10:45:57,10:46:39,,,10:46:41,,,4,CV,1,,Y,7,4,1,2,,,,,,11:36:21,11:36:27,The time for the locker was recorded by the person incharge. Only the before data is provided here by me.
4/2/2018,AM,11:51:12,11:51:37,,,11:51:39,,,2,P,,,N,,,,2,,,,,,11:53:54,11:53:57,"Workers came out, took 3 ladders and went back in the open truck."
4/2/2018,PM,12:34:05,12:34:10,,,12:34:12,,,1,V,,,N,,1,,1,3,1,,,,13:24:13,13:24:43,"One Driver deliver one tray of mails, and then another driver came back with three trays of mails"
4/2/2018,PM,13:00:48,13:01:30,,,13:01:31,,,4,CV,,,Y,,,,1,,,,,,13:45:29,13:45:35,"Not here for delivery, the driver stay in the veichles for a long time, and took an empty handtruck out and left, and finally came back with an empty handtruck back"
4/2/2018,PM,14:04:41,14:04:48,,,14:04:49,,,4,P,,,Y,,,,1,,,,,,14:06:26,14:07:07,"This car drove from the upper garage, and pick up a person waiting in the loading dock with a handtruck and a large package and they left together"
4/2/2018,PM,15:13:12,15:13:17,,,15:13:20,,,,P,,,,,,,1,,,,,,,,"This car is not here for delivery, the driver just parked beside the wall and say hello to the security and left, didn't come back before 4:00pm"
4/3/2018,AM,8:55:20,8:56:33,,,8:56:33,,,4,B,,,Y,,,2,1,15,1,,,,11:52:29,11:52:33,"This truck turned on its engine then began to leave, but then stayed in the space and was still in the space until my shift ended"
4/3/2018,AM,8:56:00,8:57:50,,,8:59:26,,,3,B,,,Y,,,1,1,,,,,,10:50:59,10:51:39,"This truck picked up 9 large cart fulls of office stuff (chairs, computer stuff, etc)"
4/3/2018,AM,9:32:24,9:33:20,,,9:33:43,,,1,P,,1,Y,,,,1,6,1,,,,10:07:41,10:08:02,
4/3/2018,AM,11:00:31,11:01:03,,,11:01:11,,,3,P,,,Y,,,,1,,,,,,11:38:01,11:38:03,The enter time is when the truck entered the general loading bay area. It is not the time it entered in from the street because the truck came to the loading bay from the parking garage in the building.
4/3/2018,AM,11:07:23,11:08:07,,,11:08:09,,,2,B,,,Y,,,,1,,,,,,,,This truck was still here when I left. Isaias took a picture of the sheet and will finish recording this truck's information.
4/3/2018,AM,,,,,,,,3,SV,,,,,,,2,,,,,,8:26:30,8:26:40,
4/3/2018,AM,,,,,,,,5,V,1,,Y,,5,,1,,,,,,8:42:00,8:42:10,
4/3/2018,AM,8:21:30,8:21:36,,,8:21:39,,,1,V,,,N,,,,1,,,,,,8:42:10,8:43:19,
4/3/2018,AM,8:44:21,8:44:25,,,8:44:27,,,1,B,,,N,,,,1,,,,,,8:45:00,8:45:15,
4/3/2018,AM,9:36:34,9:37:10,,,9:37:34,,,5,V,,,Y,2,3,,1,,,,,,12:10:20,12:10:28,HE BROUGHT BACK 3 EMPTY OLD TONNERS FROM OFFICE
4/3/2018,AM,13:02:43,13:02:48,,,13:02:52,,,5,P,,,N,,,,2,,,,,,12:14:08,12:14:45,PASSENGER CAR CAME FOR VISIT
4/3/2018,AM,11:12:45,11:12:47,,,11:12:52,,,1,P,,,N,,,,1,,,,,,11:19:56,11:20:24,"COMMERCIAL VEHICLE WITH A PERMIT TAG ON THE FRONT MIRROR , HE TOOK SOME PAPER AND LEFT"
4/3/2018,PM,13:08:12,13:08:20,,,13:08:30,,,3,B,1,,Y,,28,,1,,,,,,13:45:22,13:46:02,
4/3/2018,PM,13:06:37,13:06:44,,,13:06:47,,,2,V,,,N,,,,2,,,,,,13:08:27,13:08:44,WHITE VAN JUST PARKED AT LOCATION 2 THEN MOVED TO PARKING SPOT BY THE WALL INSIDE THE LODING AREA
4/3/2018,PM,13:17:46,13:18:46,,,13:18:50,,,4,V,1,,Y,4,,,1,,,,,,13:28:47,13:28:51,HE BROUGHT BACK EMPTY TONNERS IN ABOX ( 8 OF THEM)
4/3/2018,PM,13:17:59,13:18:05,,,13:18:06,,,1,P,,,N,,,,1,,,,,,13:21:18,13:21:23,PASSANGER CAR CAME FOR VISIT AND LEFT IMMEDIATELY
4/3/2018,AM,11:07:23,11:08:07,,,11:08:09,,,2,B ,,,Y,,,,1,,,,,,12:41:17,12:41:33,NO NAME ON THE VEHICLE BUT MIKE INDICATED THAT IT WAS KEENEYS AND MET WORKER AND CONFIRMED
4/3/2018,PM,12:12:11,12:12:14,,,12:12:19,,,1,CV,,,,,,,1,,,,,,13:10:16,13:10:37,MAIL DELIVERY TO MAIL ROOM
4/3/2018,PM,13:27:16,13:28:07,,,13:28:09,,,2,CV,1,,Y,3,2,,1,,,,,,14:00:17,14:00:29,
4/3/2018,PM,14:38:20,14:38:46,,,14:38:59,,,5,CV,,,Y,1,1,1,1,,,,,,15:10:27,15:11:29,TOOLS ARE BROUGHT BACK
4/3/2018,AM,11:07:23,11:08:07,,,11:08:09,,,2,B ,,,Y,,,,1,,,,,,12:41:17,12:41:33,NO NAME ON THE VEHICLE BUT MIKE INDICATED THAT IT WAS KEENEYS AND MET WORKER AND CONFIRMED
4/3/2018,PM,12:12:11,12:12:14,,,12:12:19,,,1,CV,,,,,,,1,,,,,,13:10:16,13:10:37,MAIL DELIVERY TO MAIL ROOM
4/3/2018,PM,13:27:16,13:28:07,,,13:28:09,,,2,CV,1,,Y,3,2,,1,,,,,,14:00:17,14:00:29,
4/3/2018,PM,14:38:20,14:38:46,,,14:38:59,,,5,CV,,,Y,1,1,1,1,,,,,,15:10:27,15:11:29,TOOLS ARE BROUGHT BACK
4/4/2018,PM,12:07:08,12:07:34,,,12:07:37,,,1,CV,,,N,,1,,1,,,,,,13:33:41,13:34:08,
4/4/2018,PM,12:20:07,12:20:35,,,12:20:38,,,4,P,,,,,,,1,,,,,,13:10:38,13:10:43,
4/4/2018,PM,,,,,,,,5,B,,,Y,,,,,,,,,,14:59:20,14:59:27,This truck was here from before my shift.
4/4/2018,PM,12:55:29,12:56:34,12:58:02,,12:59:09,,,2,B,,,Y,,,,1,,,,,,14:03:15,14:05:57,This truck picked up office supplies.
4/4/2018,PM,14:38:05,14:38:19,,,x,,,2,P,,,N,,,,1,,,,,,14:41:37,14:41:45,I wrote down the wrong time for engine time off. If it helps at all I remember the lady driving just parked and turned off the engine almost immediately. sorry!!
4/4/2018,AM,8:18:57,8:19:20,,,8:19:24,,,3,P,1,,Y,2,,,1,,,,,,8:37:40,8:37:53,
4/4/2018,AM,8:39:04,8:39:24,,,8:39:26,,,1,V,,,Y,5,,,1,,,,,,9:00:48,9:01:05,
4/4/2018,AM,10:25:09,10:25:34,,,10:25:41,,,4,P,,,N,,,,1,,1,,,,10:33:49,10:33:56,Only pick up tools
4/4/2018,PM,12:22:15,12:22:22,,,12:22:28,,,3,V,,,N,,1,,1,,,,,,13:05:58,13:06:14,
4/4/2018,PM,14:46:02,14:46:59,,,14:47:02,,,4,B,1,,Y,,,20,1,,,,,,,,The truck is still there at the end
4/4/2018,PM,14:58:12,15:00:23,,,15:00:27,,,5,V,,1,N,,,,1,4,1,,,,15:22:12,15:22:27,(small) picked up
4/4/2018,PM,15:53:37,15:53:49,,,15:54:20,,,2,P,,,N,,,,1,,,,,,,,"The car is still there at the end, driver didn't deliver any package."
4/4/2018,AM,,,,,,,,4,B,,1,Y,,,,1,1,1,,,,8:54:30,8:54:41,Already here before 8 AM. Picked up package was small sized. 
4/4/2018,AM,8:29:26,8:30:42,,,8:30:51,,,5,B,,,Y,,,,2,,,,,,,,"Just some furniture (like office chairs etc., shown in picture 2) were delivered and picked up. No packages. Truck was there till after 12 PM."
4/4/2018,AM,8:41:29,8:42:35,,,8:43:08,,,3,B,,,Y,,42,,2,16,1,,,,10:30:26,10:31:40,The 16 boxes picked up were large sized (picture 3). 42 delivered packages are shown in picture 2.
4/4/2018,AM,10:32:43,10:32:46,,,,,,3,P,,,N,,,,1,,,,,,,10:34:16,"Driver came in a toyota car, took a few black boxes (not packages, shown in picture 2) and left. Engine was not turned off."
4/5/2018,AM,9:14:23,0:14:51,,,9:14:57,,,3,P,,,N,,,,1,,,,,,9:34:23,9:34:38,Dropped off misc. goods include two loarge outdoor canopy tents
4/5/2018,AM,9:54:42,9:55:14,,,9:55:16,,,5,P,,,Y,,,,1,,,,,,10:18:24,10:18:27,"Delivering/bringing metal pipe pieces, one oversize box of pieces, and one set of large oversize pipes"
4/5/2018,AM,9:57:46,9:59:40,,,9:59:50,,,4,CV,,,Y,,11,,1,5,1,,,,10:25:07,10:23:13,Picked up items were to recycle (printing stuff)
4/5/2018,PM,11:32:48,11:33:16,,,11:33:18,,,3,B,,,N,,,,1,,,,,,,,Shift ended before this truck left.
4/5/2018,AM,8:02:30,8:03:15,,,8:03:55,,,4,B,,,Y,,30,,2,,,,,,8:19:41,8:20:16,
4/5/2018,AM,8:27:24,8:28:01,,,8:28:03,,,4,CV,,,Y,,,,1,,,,,,9:10:14,9:11:12,DELIVERED CLOTHES TO THE BUILDING
4/5/2018,AM,10:08:00,10:08:43,,,10:08:45,,,1,B,,,Y,,,,2,,,,,,10:12:32,10:12:55,THEY PUT TOOLS
4/5/2018,PM,12:50:20,12:50:24,,,12:50:30,,,3,P,,,Y,,,,1,,,,,,13:24:30,13:24:39,HE HAD TOOLS AND WENT UPSTAIRS
4/5/2018,PM,13:28:02,13:28:28,,,13:28:40,,,2,B,1,,Y,,4,,1,,,,,,13:44:35,13:49:57,
4/5/2018,PM,13:58:17,13:58:30,,,13:58:36,,,5,V,,,Y,,18,,1,,,,,,14:30:40,14:30:49,
4/5/2018,PM,14:44:35,14:45:59,,,14:46:06,,,3,B,,,Y,,,,2,,,,,,14:58:42,14:59:09,TOOK SOME MATERIALS
4/5/2018,PM,12:20:21,12:20:30,,,12:20:38,,,2,V,,,N,,,,1,1,1,,,,13:00:24,13:00:28,Pick up a box of documents
4/5/2018,PM,12:31:46,12:32:09,,,12:32:20,,,2,SV,,,N,,,,1,1,1,,,,12:39:43,12:41:08,pick up some graphs and engineering drawings
4/5/2018,PM,13:26:32,13:26:36,,,13:26:43,,,3,SV,1,,Y,,2,,1,,,,,,13:50:25,13:50:52,
4/5/2018,PM,13:57:12,13:58:03,,,13:48:44,,,1,B,,,N,,,,1,,,,,,,,
4/5/2018,PM,14:04:41,14:05:09,,,14:05:12,,,3,SV,,1,Y,,,,1,3,1,,,,14:25:04,14:25:19,
4/5/2018,PM,15:12:29,15:12:53,,,15:13:06,,,4,SV,,,N,,,,1,1,1,,,,15:40:10,15:40:13,Pick up envelops 
4/5/2018,AM,8:14:25,8:15:36,,,8:15:54,,,5,B,,,N,,,,3,,,,,,8:40:15,8:40:45,
4/5/2018,AM,8:38:35,8:38:38,,,8:38:42,,,1,V,,,Y,,,,1,,,,,,9:04:05,9:05:17,trays of mails
4/5/2018,AM,9:46:52,9:47:02,,,9:51:46,,,1,SV,,,Y,,,,2,,,,,,10:02:03,10:02:04,"here to meet someone about electric stuffs, one of them got off to talk to the security guard, another waited in the car with engine on,after unloading all tools, the driver left, the other stayed"
4/5/2018,AM,9:59:29,10:01:03,10:01:37,,10:01:38,,,2,B,,,Y,,,2,1,2,1,,,,10:09:34,10:10:56,replace the old ones
4/5/2018,AM,10:32:44,10:33:28,,,10:33:29,,,4,P,,,Y,,,,2,4,1,,,,10:34:51,10:35:14,"pick up another person and her packages, left together "
4/6/2018,AM,11:55:25,11:56:14,,,12:00:21,,,2,B,,1,Y,,,,1,2,1,,,,,,"The truck is still there at the end, picked up some chairs and two large packages"
4/6/2018,PM,12:02:35,12:02:46,,,12:02:52,,,3,P,,,Y,,10,,1,,,,,,12:18:39,12:18:43,
4/6/2018,PM,12:05:45,12:05:55,,,12:05:59,,,4,P,,,Y,,,,1,,1,,,,12:11:47,12:11:49,Just pick up tools
4/6/2018,PM,12:20:01,12:20:05,,,12:20:08,,,1,V,,,N,1,,,1,,,,,,13:03:30,13:03:43,
4/6/2018,PM,13:09:13,13:09:25,,,13:09:44,,,4,V,,,Y,,2,,1,,,,,,13:30:31,13:31:24,
4/6/2018,PM,13:54:06,13:54:44,,,13:54:48,,,4,B,,,Y,,,20,1,,,,,,14:39:45,14:39:50,
4/6/2018,PM,14:43:02,14:43:41,,,14:43:45,,,4,SV,,,N,,,,1,,,,,,,,The truck is still there at the end
4/6/2018,PM,15:21:42,15:22:57,,,15:23:53,,,5,CV,,,Y,,,,1,,,,,,,,"The truck is still there at the end, delivered a lot of water bottles(I didn't count them since they are not packages)."
4/6/2018,PM,15:29:05,15:29:27,,,15:29:33,,,3,B,,,Y,,,19,1,,,,,,,,The truck is still there at the end
4/6/2018,PM,12:17:44,12:17:50,,,12:19:04,,,4,V,,,N,,,,1,,,,,,12:19:06,12:19:09,The truck was moving from parking location 4 to parking location 7 
4/6/2018,PM,,,12:19:40,,,12:19:41,,7,V,,,N,,,,1,,,,,,13:57:17,13:57:33,The truck was moving from parking location 4 to parking location 7 
4/6/2018,PM,12:40:56,12:41:55,,,12:41:56,,,4,P,,,N,,,,1,,,,,,12:48:20,12:53:24,The big difference between the engine on time and the truck leaving is because the truck driver try to put one big box onto the truck while the engine is on 
4/6/2018,PM,13:14:57,13:15:42,,,13:15:44,,,3,P,,,N,,5,,1,,,,,,13:18:10,13:18:12,
4/6/2018,PM,14:35:58,14:36:13,,,14:37:00,,,5,SV,,,N,,,,1,,,,,,14:55:42,14:56:11,This guy doesn't have any packages in his vav. He just took some USPS boxes from the loading doc
4/6/2018,PM,15:54:20,15:56:11,,,15:56:16,,,1,CV,,,N,6,,,2,,,,,,,,This truck came just before my shift end so I didn't get to see when they leave 
4/6/2018,AM,10:40:46,10:40:50,,,10:40:55,,,1,P,,,N,2,,,1,,,,,,10:54:24,10:54:28,COMPANY NAME NO INDICATED ASKED WORK TO COMPANY NAME
4/6/2018,AM,10:42:47,10:42:44,,,10:43:02,,,2,SV,,,N,,,,1,,,,,,10:44:02,10:44:27,STAYED FOR 2 MIN AND LEFT
4/6/2018,AM,10:49:05,10:50:11,,,10:50:13,,,5,CV,,,N,,,,1,,,,,,13:09:53,13:09:56,
4/6/2018,AM,11:29:32,11:30:02,,,11:30:11,,,2,T,,,Y,,,4,1,,,,,,11:39:54,11:40:01,HAD BIG OVERSIZE PACKAGE THAT NEED ELECTORNIC CART.
4/6/2018,AM,8:19:18,8:20:28,,,8:20:31,,,4,CV,,,N,,,,2,,,,,,8:47:15,8:47:19,"All furniture, mostly chairs"
4/6/2018,AM,8:28:22,8:29:07,,,8:30:39,,,3,CV,,,Y,,60,,1,,,,,,9:28:44,9:29:47,
4/6/2018,AM,8:40:21,8:40:25,,,8:40:27,,,1,Van,,,Y,,,,1,,,,,,9:05:46,9:05:48,All mail delivery
4/6/2018,AM,9:11:14,9:12:38,,,9:12:41,,,5,Van,,,N,,,,1,,,,,,12:11:59,12:12:09,Bring in mostly Tools and move the parking spot from 5 to side park.
