InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
554956,21212,PACK OF 72 RETROSPOT CAKE CASES,54,5/27/2011 15:17,2.08,NA,United Kingdom
554963,21212,PACK OF 72 RETROSPOT CAKE CASES,24,5/27/2011 15:32,0.55,14625,United Kingdom
554993,21212,PACK OF 72 RETROSPOT CAKE CASES,12,5/29/2011 14:13,0.55,17051,United Kingdom
555094,21212,PACK OF 72 RETROSPOT CAKE CASES,24,5/31/2011 13:17,0.55,13398,United Kingdom
555109,21212,PACK OF 72 RETROSPOT CAKE CASES,1,5/31/2011 14:19,0.55,16023,United Kingdom
555115,21212,PACK OF 72 RETROSPOT CAKE CASES,18,5/31/2011 14:58,2.08,NA,United Kingdom
555149,21212,PACK OF 72 RETROSPOT CAKE CASES,4,5/31/2011 15:49,1.25,NA,United Kingdom
555201,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/1/2011 12:10,0.55,16969,United Kingdom
555276,21212,PACK OF 72 RETROSPOT CAKE CASES,1,6/1/2011 17:28,1.25,NA,United Kingdom
555282,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/2/2011 9:04,0.55,12709,Germany
555289,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/2/2011 10:00,0.55,15078,United Kingdom
555368,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/2/2011 14:30,0.55,13437,United Kingdom
555383,21212,PACK OF 72 RETROSPOT CAKE CASES,6,6/2/2011 15:13,0.55,12517,Germany
555510,21212,PACK OF 72 RETROSPOT CAKE CASES,3,6/3/2011 17:09,1.25,NA,United Kingdom
555545,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/5/2011 13:08,0.55,17735,United Kingdom
555558,21212,PACK OF 72 RETROSPOT CAKE CASES,1,6/5/2011 14:06,0.55,14159,United Kingdom
555568,21212,PACK OF 72 RETROSPOT CAKE CASES,3,6/5/2011 15:25,0.55,17589,United Kingdom
555570,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/5/2011 15:36,0.55,15152,United Kingdom
555575,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/5/2011 15:47,0.55,14466,United Kingdom
555642,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/6/2011 13:18,0.55,18248,United Kingdom
555704,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/6/2011 15:06,0.55,14944,United Kingdom
555798,21212,PACK OF 72 RETROSPOT CAKE CASES,120,6/7/2011 11:32,0.42,16422,United Kingdom
555845,21212,PACK OF 72 RETROSPOT CAKE CASES,2,6/7/2011 13:19,0.55,17015,United Kingdom
555858,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/7/2011 14:12,0.55,14911,EIRE
555876,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/7/2011 15:28,0.55,15799,United Kingdom
555923,21212,PACK OF 72 RETROSPOT CAKE CASES,1,6/7/2011 17:09,1.25,NA,United Kingdom
555924,21212,PACK OF 72 RETROSPOT CAKE CASES,1,6/7/2011 17:12,1.25,NA,United Kingdom
555925,21212,PACK OF 72 RETROSPOT CAKE CASES,1,6/7/2011 17:13,1.25,NA,United Kingdom
555949,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/8/2011 10:50,0.55,16626,United Kingdom
556017,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/8/2011 11:56,0.55,15382,United Kingdom
556063,21212,PACK OF 72 RETROSPOT CAKE CASES,1,6/8/2011 14:09,0.55,14587,United Kingdom
556080,21212,PACK OF 72 RETROSPOT CAKE CASES,51,6/8/2011 15:21,2.08,NA,United Kingdom
556104,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/8/2011 16:34,0.55,13875,United Kingdom
556188,21212,PACK OF 72 RETROSPOT CAKE CASES,2,6/9/2011 11:49,0.55,NA,United Kingdom
556214,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/9/2011 14:14,0.55,14913,United Kingdom
556235,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/9/2011 15:29,0.55,12778,Netherlands
556237,21212,PACK OF 72 RETROSPOT CAKE CASES,1,6/9/2011 15:34,1.25,NA,United Kingdom
556241,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/9/2011 16:04,0.55,12597,Spain
556246,21212,PACK OF 72 RETROSPOT CAKE CASES,1,6/9/2011 16:16,0.55,16113,United Kingdom
556257,21212,PACK OF 72 RETROSPOT CAKE CASES,2,6/9/2011 17:47,0.55,17576,United Kingdom
556296,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/10/2011 9:44,0.55,15114,United Kingdom
556365,21212,PACK OF 72 RETROSPOT CAKE CASES,4,6/10/2011 11:44,0.55,16370,United Kingdom
556415,21212,PACK OF 72 RETROSPOT CAKE CASES,120,6/10/2011 12:19,0.42,12409,Switzerland
556433,21212,PACK OF 72 RETROSPOT CAKE CASES,12,6/10/2011 14:01,2.08,NA,United Kingdom
556460,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/12/2011 9:56,0.55,14276,United Kingdom
556474,21212,PACK OF 72 RETROSPOT CAKE CASES,1,6/12/2011 12:01,0.55,16007,United Kingdom
556484,21212,PACK OF 72 RETROSPOT CAKE CASES,5,6/12/2011 13:17,0.55,16938,United Kingdom
556494,21212,PACK OF 72 RETROSPOT CAKE CASES,6,6/12/2011 14:57,0.55,17802,United Kingdom
556671,21212,PACK OF 72 RETROSPOT CAKE CASES,1,6/13/2011 16:33,0.55,17841,United Kingdom
556732,21212,PACK OF 72 RETROSPOT CAKE CASES,1,6/14/2011 11:47,0.55,15039,United Kingdom
556734,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/14/2011 12:00,0.55,13476,United Kingdom
556803,21212,PACK OF 72 RETROSPOT CAKE CASES,10,6/14/2011 14:57,2.08,NA,United Kingdom
556812,21212,PACK OF 72 RETROSPOT CAKE CASES,2,6/14/2011 17:25,1.25,NA,United Kingdom
556813,21212,PACK OF 72 RETROSPOT CAKE CASES,1,6/14/2011 17:28,1.25,NA,United Kingdom
556822,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/15/2011 10:22,0.55,17155,United Kingdom
556845,21212,PACK OF 72 RETROSPOT CAKE CASES,120,6/15/2011 11:30,0.42,17511,United Kingdom
556876,21212,PACK OF 72 RETROSPOT CAKE CASES,1,6/15/2011 11:56,0.55,16241,United Kingdom
556886,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/15/2011 12:34,0.55,12624,France
556917,21212,PACK OF 72 RETROSPOT CAKE CASES,240,6/15/2011 13:37,0.42,12415,Australia
556958,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/16/2011 9:15,0.55,17490,United Kingdom
556977,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/16/2011 10:42,0.55,17446,United Kingdom
557021,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/16/2011 12:55,0.55,17642,United Kingdom
557033,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/16/2011 13:48,0.55,13826,United Kingdom
557112,21212,PACK OF 72 RETROSPOT CAKE CASES,2,6/16/2011 16:31,1.25,NA,United Kingdom
557117,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/16/2011 17:04,0.55,14849,United Kingdom
557132,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/17/2011 8:57,0.55,13107,United Kingdom
557136,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/17/2011 9:23,0.55,14911,EIRE
557141,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/17/2011 9:54,0.55,16779,United Kingdom
557217,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/17/2011 12:30,0.55,17426,United Kingdom
557222,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/17/2011 13:14,0.55,14936,Channel Islands
557231,21212,PACK OF 72 RETROSPOT CAKE CASES,19,6/17/2011 14:09,2.08,NA,United Kingdom
557263,21212,PACK OF 72 RETROSPOT CAKE CASES,120,6/19/2011 11:08,0.42,14646,Netherlands
557287,21212,PACK OF 72 RETROSPOT CAKE CASES,1,6/19/2011 12:47,0.55,18109,United Kingdom
557296,21212,PACK OF 72 RETROSPOT CAKE CASES,2,6/19/2011 13:51,0.55,15334,United Kingdom
557309,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/19/2011 15:15,0.55,16493,United Kingdom
557319,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/20/2011 8:23,0.55,15076,United Kingdom
557466,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/20/2011 13:08,0.55,13815,Germany
557468,21212,PACK OF 72 RETROSPOT CAKE CASES,3,6/20/2011 13:14,0.55,16713,United Kingdom
557484,21212,PACK OF 72 RETROSPOT CAKE CASES,2,6/20/2011 14:36,0.55,14796,United Kingdom
557500,21212,PACK OF 72 RETROSPOT CAKE CASES,1,6/20/2011 15:27,1.25,NA,United Kingdom
557502,21212,PACK OF 72 RETROSPOT CAKE CASES,3,6/20/2011 15:32,1.25,NA,United Kingdom
557528,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/21/2011 9:49,0.55,17159,United Kingdom
557640,21212,PACK OF 72 RETROSPOT CAKE CASES,11,6/21/2011 16:24,2.08,NA,United Kingdom
557644,21212,PACK OF 72 RETROSPOT CAKE CASES,1,6/21/2011 17:06,1.25,NA,United Kingdom
C557663,21212,PACK OF 72 RETROSPOT CAKE CASES,-24,6/21/2011 17:59,0.55,NA,EIRE
C557663,21212,PACK OF 72 RETROSPOT CAKE CASES,-48,6/21/2011 17:59,0.55,NA,EIRE
557789,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/22/2011 16:32,0.55,12379,Belgium
557793,21212,PACK OF 72 RETROSPOT CAKE CASES,2,6/22/2011 17:30,0.55,14998,United Kingdom
557858,21212,PACK OF 72 RETROSPOT CAKE CASES,1,6/23/2011 11:51,0.55,14159,United Kingdom
557864,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/23/2011 12:19,0.55,15253,United Kingdom
557885,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/23/2011 13:37,0.55,12465,Belgium
557892,21212,PACK OF 72 RETROSPOT CAKE CASES,1,6/23/2011 14:11,0.55,14534,United Kingdom
557896,21212,PACK OF 72 RETROSPOT CAKE CASES,4,6/23/2011 14:22,0.55,17611,United Kingdom
557937,21212,PACK OF 72 RETROSPOT CAKE CASES,1,6/23/2011 15:30,1.25,NA,United Kingdom
557938,21212,PACK OF 72 RETROSPOT CAKE CASES,1,6/23/2011 15:35,1.25,NA,United Kingdom
557956,21212,PACK OF 72 RETROSPOT CAKE CASES,3,6/23/2011 19:20,0.55,18283,United Kingdom
558099,21212,PACK OF 72 RETROSPOT CAKE CASES,1,6/26/2011 13:45,0.55,17593,United Kingdom
558105,21212,PACK OF 72 RETROSPOT CAKE CASES,2,6/26/2011 14:54,0.55,15644,United Kingdom
558122,21212,PACK OF 72 RETROSPOT CAKE CASES,36,6/27/2011 9:35,0.55,16570,United Kingdom
558336,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/28/2011 13:17,0.55,14364,United Kingdom
558371,21212,PACK OF 72 RETROSPOT CAKE CASES,29,6/28/2011 15:44,2.08,NA,United Kingdom
558459,21212,PACK OF 72 RETROSPOT CAKE CASES,3,6/29/2011 14:20,0.55,15334,United Kingdom
558475,21212,PACK OF 72 RETROSPOT CAKE CASES,1,6/29/2011 15:58,0.55,NA,United Kingdom
558475,21212,PACK OF 72 RETROSPOT CAKE CASES,3,6/29/2011 15:58,1.25,NA,United Kingdom
558532,21212,PACK OF 72 RETROSPOT CAKE CASES,2,6/30/2011 11:32,0.55,15039,United Kingdom
540013,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,5,1/4/2011 11:30,0.85,16255,United Kingdom
540016,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,8,1/4/2011 11:42,0.85,16282,United Kingdom
540277,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,1/6/2011 12:18,0.64,14258,United Kingdom
540278,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,3,1/6/2011 12:31,0.85,15719,United Kingdom
540355,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,9,1/6/2011 15:11,2.51,NA,United Kingdom
540356,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,1/6/2011 15:12,2.51,NA,United Kingdom
540359,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,16,1/6/2011 15:29,0.85,18041,United Kingdom
540365,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/6/2011 16:12,0.85,12413,France
540372,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,48,1/6/2011 16:41,0.85,13081,United Kingdom
540373,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,4,1/6/2011 17:10,0.85,13280,United Kingdom
540415,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,6,1/7/2011 10:47,0.85,16889,United Kingdom
540455,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/7/2011 12:07,0.85,12583,France
540458,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/7/2011 12:28,0.85,12501,Germany
540479,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/7/2011 15:19,0.85,14889,United Kingdom
540499,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,1/9/2011 10:21,0.85,16923,United Kingdom
540508,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,1/9/2011 11:20,0.85,14810,United Kingdom
540521,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/9/2011 12:46,0.85,12651,France
540526,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,1/9/2011 13:41,0.85,14606,United Kingdom
540538,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,3,1/9/2011 14:36,0.85,17841,United Kingdom
540539,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/9/2011 14:42,0.85,18260,United Kingdom
540566,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,1/10/2011 10:58,0.85,17811,United Kingdom
540821,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,1/11/2011 13:16,1.66,NA,United Kingdom
540828,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,1/11/2011 14:36,2.51,NA,United Kingdom
540832,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,9,1/11/2011 14:42,2.46,NA,United Kingdom
540953,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,1/12/2011 13:16,0.85,14587,United Kingdom
540994,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/13/2011 9:29,0.85,13089,United Kingdom
540995,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,1/13/2011 9:30,1.63,NA,United Kingdom
540998,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,48,1/13/2011 10:04,0.85,15290,United Kingdom
541094,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,6,1/13/2011 13:36,0.85,13246,United Kingdom
541120,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/14/2011 9:13,0.85,12490,France
541139,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/14/2011 11:05,0.85,15213,United Kingdom
541205,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,1/14/2011 12:23,0.85,18106,United Kingdom
541206,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,1/14/2011 12:24,0.64,14646,Netherlands
541216,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,1/14/2011 13:52,0.85,15311,United Kingdom
541221,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,3,1/14/2011 14:28,2.46,NA,United Kingdom
541239,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,8,1/16/2011 10:56,0.85,16401,United Kingdom
541258,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,1/16/2011 15:30,0.85,13634,United Kingdom
541269,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/17/2011 11:01,0.85,12626,Germany
541286,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,6,1/17/2011 13:08,0.85,13982,United Kingdom
541291,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,4,1/17/2011 13:25,0.85,14667,United Kingdom
541293,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,1/17/2011 13:39,0.85,15311,United Kingdom
541408,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/17/2011 15:42,0.85,15738,United Kingdom
541414,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,1/17/2011 16:14,0.85,18212,United Kingdom
541414,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,1/17/2011 16:14,0.85,18212,United Kingdom
541414,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,1/17/2011 16:14,0.85,18212,United Kingdom
541429,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/18/2011 9:44,0.85,14688,United Kingdom
541439,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/18/2011 10:58,0.85,16948,United Kingdom
541479,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,1/18/2011 11:54,0.64,16422,United Kingdom
541485,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,1/18/2011 13:05,0.85,18118,United Kingdom
541493,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,1/18/2011 14:29,2.46,NA,United Kingdom
541518,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,24,1/19/2011 9:05,0.85,12451,Switzerland
541552,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,20,1/19/2011 11:15,0.85,15039,United Kingdom
541574,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/19/2011 12:52,0.85,12826,United Kingdom
541605,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,24,1/20/2011 9:03,0.85,13502,United Kingdom
541695,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,1/20/2011 18:01,1.63,NA,United Kingdom
C541735,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,-5,1/21/2011 11:35,0.85,12626,Germany
541788,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/21/2011 13:05,0.85,13999,United Kingdom
541827,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,1/21/2011 17:05,1.63,NA,United Kingdom
541845,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,1/23/2011 12:41,0.85,15167,United Kingdom
541847,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,6,1/23/2011 13:25,0.85,15443,United Kingdom
541848,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,1/23/2011 13:31,0.85,17611,United Kingdom
541972,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/24/2011 13:58,0.85,12935,United Kingdom
541973,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,24,1/24/2011 14:01,0.85,16730,United Kingdom
541974,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,3,1/24/2011 14:16,0.85,14541,United Kingdom
541987,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,6,1/24/2011 16:05,0.85,14130,United Kingdom
541993,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,1/25/2011 9:37,2.46,NA,United Kingdom
541999,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,1/25/2011 10:45,1.63,NA,United Kingdom
542080,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/25/2011 12:16,0.85,13815,Germany
542090,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,4,1/25/2011 12:39,0.85,15518,United Kingdom
542115,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,1/25/2011 14:01,2.46,NA,United Kingdom
542227,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/26/2011 13:33,0.85,14243,United Kingdom
542229,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/26/2011 13:38,0.85,12474,Germany
542241,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,1/26/2011 14:51,0.85,16409,United Kingdom
542344,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,1/27/2011 11:30,1.63,NA,United Kingdom
542351,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/27/2011 12:13,0.85,14560,United Kingdom
542370,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/27/2011 13:23,0.85,13004,United Kingdom
542408,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,10,1/27/2011 16:29,0.85,13280,United Kingdom
542433,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/28/2011 10:45,0.85,12726,France
542586,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/28/2011 15:45,0.85,12377,Switzerland
542625,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,1/31/2011 9:50,2.46,NA,United Kingdom
542626,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/31/2011 9:51,0.85,12720,Germany
542659,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,24,1/31/2011 12:09,0.85,15738,United Kingdom
542662,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/31/2011 12:10,0.85,18145,United Kingdom
542785,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,2/1/2011 10:14,0.64,13881,United Kingdom
542789,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,2/1/2011 10:38,0.64,17511,United Kingdom
542858,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,10,2/1/2011 11:40,0.85,17228,United Kingdom
543009,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,17,2/2/2011 13:11,0.85,18041,United Kingdom
543040,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,2/2/2011 17:06,0.85,17337,United Kingdom
543040,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,4,2/2/2011 17:06,0.85,17337,United Kingdom
543054,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2/3/2011 10:39,0.85,13394,United Kingdom
543094,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,5,2/3/2011 11:28,0.85,16030,United Kingdom
543162,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,6,2/3/2011 18:08,0.85,17507,United Kingdom
543171,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,3,2/4/2011 9:11,2.46,NA,United Kingdom
543188,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2/4/2011 11:45,0.85,12567,France
543191,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,2/4/2011 11:54,0.85,13137,United Kingdom
543191,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,2/4/2011 11:54,0.85,13137,United Kingdom
543200,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,4,2/4/2011 13:03,2.46,NA,United Kingdom
543358,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,2/7/2011 14:04,1.63,NA,United Kingdom
543446,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2/8/2011 12:01,0.85,15827,United Kingdom
543450,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,25,2/8/2011 12:12,2.46,NA,United Kingdom
543459,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,24,2/8/2011 13:28,0.85,12599,France
543464,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,2/8/2011 14:15,0.72,16779,United Kingdom
543470,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2/8/2011 14:58,0.85,16951,United Kingdom
543484,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2/9/2011 10:11,0.85,12721,France
543518,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,2/9/2011 11:21,0.64,12753,Japan
543532,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,2/9/2011 12:59,2.46,NA,United Kingdom
543546,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,2/9/2011 16:52,1.63,NA,United Kingdom
543587,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2/10/2011 11:39,0.85,12561,Germany
543600,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,8,2/10/2011 13:19,0.85,18168,United Kingdom
543629,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,3,2/10/2011 15:55,2.46,NA,United Kingdom
543660,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,2/11/2011 10:40,1.63,NA,United Kingdom
543734,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2/11/2011 12:22,0.85,17512,United Kingdom
543808,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,2/13/2011 13:22,0.85,17454,United Kingdom
543828,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2/14/2011 9:45,0.85,14156,EIRE
543985,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,2/15/2011 9:44,1.63,NA,United Kingdom
543989,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,192,2/15/2011 9:52,0.72,12415,Australia
543997,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,2/15/2011 10:49,0.85,17348,United Kingdom
544037,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2/15/2011 11:31,0.85,14961,United Kingdom
544089,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,2/15/2011 17:51,1.63,NA,United Kingdom
544094,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2/16/2011 9:11,0.85,15810,United Kingdom
544115,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2/16/2011 11:45,0.85,12727,France
544158,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,24,2/16/2011 12:47,0.85,14944,United Kingdom
544177,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,11,2/16/2011 14:27,0.85,13001,United Kingdom
544186,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,4,2/16/2011 15:55,1.63,NA,United Kingdom
544191,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2/16/2011 16:57,0.85,13089,United Kingdom
544193,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2/17/2011 8:23,0.85,12431,Belgium
544205,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,3,2/17/2011 10:31,2.46,NA,United Kingdom
544207,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,2/17/2011 10:34,2.46,NA,United Kingdom
544293,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,6,2/17/2011 12:42,0.85,17954,United Kingdom
544309,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2/17/2011 14:17,0.85,15785,United Kingdom
544315,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,2/17/2011 14:42,0.85,12748,United Kingdom
544323,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,2/17/2011 15:51,1.63,NA,United Kingdom
544323,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,6,2/17/2011 15:51,0.85,NA,United Kingdom
544337,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2/18/2011 8:34,0.85,13425,United Kingdom
544355,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2/18/2011 10:53,0.85,12714,France
544356,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2/18/2011 11:18,0.85,13904,United Kingdom
544434,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,2/18/2011 16:12,1.63,NA,United Kingdom
544434,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,6,2/18/2011 16:12,0.85,NA,United Kingdom
